"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Rissa tridactyla",25.23675863,"km","natal dispersal","SingleObservation","Chu 2021",1460,"days","AgeAtMaturity","AnAge",25.23675863,"Chu 2021",25.23675863,2,4,6.3091896575
"Rubus idaeus",900,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.9,"Tamme et al. 2014",0.9,1,1,0.9
"Rumex acetosa",0.18,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex acetosa",0.99,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex acetosa",0.18,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex acetosa",0.99,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex crispus",0.19,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00098,"Tamme et al. 2014",0.000585,2,1,0.00098
"Rumex crispus",0.98,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00098,"Tamme et al. 2014",0.000585,2,1,0.00098
"Rumex hydrolapathum",0.13,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00068,"Tamme et al. 2014",0.000405,2,1,0.00068
"Rumex hydrolapathum",0.68,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00068,"Tamme et al. 2014",0.000405,2,1,0.00068
"Rumex obtusifolius",2.48,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00248,"Tamme et al. 2014",0.00248,1,1,0.00248
"Rupicapra rupicapra",17,"km","natal/breeding dispersal","MaxDispersalDistance","Whitmee & Orme 2013",669,"days","AgeAtMaturity","AnAge",17,"Whitmee & Orme 2013",5.95,3,2,8.5
"Rupicapra rupicapra",5.95,"km","natal/breeding dispersal","MeanDispersalDistance","Whitmee & Orme 2013",669,"days","AgeAtMaturity","AnAge",17,"Whitmee & Orme 2013",5.95,3,2,8.5
"Rupicapra rupicapra",4.1,"km","natal/breeding dispersal","MedianDispersalDistance","Whitmee & Orme 2013",669,"days","AgeAtMaturity","AnAge",17,"Whitmee & Orme 2013",5.95,3,2,8.5
"Salicornia europaea",36,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.036,"Tamme et al. 2014",0.018065,2,1,0.036
"Salicornia europaea",0.13,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.036,"Tamme et al. 2014",0.018065,2,1,0.036
"Salix alba",6500,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",7,"yrs","AgeAtMaturity","TRY",6.5,"Tamme et al. 2014",6.5,1,7,0.928571428571429
"Sanicula europaea",15,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.015,"Vittoz & Engler 2007",0.015,1,1,0.015
"Saponaria officinalis",0.04,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00021,"Tamme et al. 2014",0.000125,2,1,0.00021
"Saponaria officinalis",0.21,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00021,"Tamme et al. 2014",0.000125,2,1,0.00021
"Saxifraga tridactylites",0.02,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",24,"weeks","AgeAtMaturity","TRY",0.00011,"Vittoz & Engler 2007",6.5e-05,2,1,0.00011
"Saxifraga tridactylites",0.11,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",24,"weeks","AgeAtMaturity","TRY",0.00011,"Vittoz & Engler 2007",6.5e-05,2,1,0.00011
"Sayornis nigricans",34.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.359,"days","AgeAtMaturity","Amniota",34.4,"Sutherland (birds)",34.4,2,1,34.4
"Sayornis nigricans",34400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.359,"days","AgeAtMaturity","Amniota",34.4,"Sutherland (birds)",34.4,2,1,34.4
"Scabiosa columbaria",1.9,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0035,"Jenkins et al. 2007",0.0019,3,1,0.0035
"Scabiosa columbaria",3.5,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.0035,"Jenkins et al. 2007",0.0019,3,1,0.0035
"Scabiosa columbaria",1.9,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0035,"Jenkins et al. 2007",0.0019,3,1,0.0035
"Scleranthus annuus",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,2,1,9e-05
"Scleranthus annuus",0.09,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,2,1,9e-05
"Scolopax minor",260.2105477,"km","natal dispersal","MeanDispersalDistance","Chu 2021",300,"days","AgeAtMaturity","AnAge",298.3929179,"Chu 2021",279.3017328,2,1,298.3929179
"Scolopax minor",298.3929179,"km","natal dispersal","MeanDispersalDistance","Chu 2021",300,"days","AgeAtMaturity","AnAge",298.3929179,"Chu 2021",279.3017328,2,1,298.3929179
"Scorzoneroides autumnalis",610,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.61,"Tamme et al. 2014",0.00081,3,1,0.61
"Scorzoneroides autumnalis",0.12,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.61,"Tamme et al. 2014",0.00081,3,1,0.61
"Scorzoneroides autumnalis",0.81,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.61,"Tamme et al. 2014",0.00081,3,1,0.61
"Scrophularia nodosa",0.17,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00091,"Tamme et al. 2014",0.00054,2,1,0.00091
"Scrophularia nodosa",0.91,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00091,"Tamme et al. 2014",0.00054,2,1,0.00091
"Selinum carvifolia",2,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.79,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.5,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.79,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Senecio inaequidens",0.96,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores et al. 2013",0.009245,4,1,0.1
"Senecio inaequidens",13.29,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores et al. 2013",0.009245,4,1,0.1
"Senecio inaequidens",5.2,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores et al. 2013",0.009245,4,1,0.1
"Senecio inaequidens",100,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores et al. 2013",0.009245,4,1,0.1
"Senecio sylvaticus",1.21,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03313,"Tamme et al. 2014",0.01717,2,1,0.03313
"Senecio sylvaticus",33.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03313,"Tamme et al. 2014",0.01717,2,1,0.03313
"Senecio vulgaris",1200,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",0.3423,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",2,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",0.27,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",3.4,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",0.34,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",2,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Serratula tinctoria",0.2,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00134,"Tamme et al. 2014",0.00077,2,1,0.00134
"Serratula tinctoria",1.34,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00134,"Tamme et al. 2014",0.00077,2,1,0.00134
"Setaria verticillata",3.28,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00328,"Tamme et al. 2014",0.00328,1,1,0.00328
"Sialia mexicana",4.214918294,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",6.421985086,"Chu 2021",5.31845169,2,1,6.421985086
"Sialia mexicana",6.421985086,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",6.421985086,"Chu 2021",5.31845169,2,1,6.421985086
"Sialia sialis",15.03504687,"km","natal dispersal","MeanDispersalDistance","Chu 2021",306,"days","AgeAtMaturity","AnAge",73.18538028,"Chu 2021",44.110213575,2,1,73.18538028
"Sialia sialis",73.18538028,"km","natal dispersal","MeanDispersalDistance","Chu 2021",306,"days","AgeAtMaturity","AnAge",73.18538028,"Chu 2021",44.110213575,2,1,73.18538028
"Silene dioica",0.09,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",0.000295,2,1,5e-04
"Silene dioica",0.5,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",0.000295,2,1,5e-04
"Silene flos-cuculi",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00037,"Tamme et al. 2014",0.00022,2,1,0.00037
"Silene flos-cuculi",0.37,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00037,"Tamme et al. 2014",0.00022,2,1,0.00037
"Silene latifolia",0.1,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene latifolia",0.57,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene latifolia",0.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene latifolia",0.57,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene vulgaris",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",7.5e-05,2,1,0.00013
"Silene vulgaris",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",7.5e-05,2,1,0.00013
"Sinapis arvensis",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,2,1,0.00013
"Sinapis arvensis",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,2,1,0.00013
"Sisymbrium altissimum",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00042,"Tamme et al. 2014",0.000245,2,1,0.00042
"Sisymbrium altissimum",0.42,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00042,"Tamme et al. 2014",0.000245,2,1,0.00042
"Sitta europaea",1.1,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",24100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",0.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",6.5,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",0.247,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",1.803,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta pusilla",3.532518744,"km","natal dispersal","SingleObservation","Chu 2021",364.234,"days","AgeAtMaturity","Amniota",3.532518744,"Chu 2021",3.532518744,2,1,3.532518744
"Sitta pusilla",3.532518744,"km","natal dispersal","SingleObservation","Chu 2021",364.234,"days","AgeAtMaturity","Amniota",3.532518744,"Chu 2021",3.532518744,2,1,3.532518744
"Solidago canadensis",2.52,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.05166,"Tamme et al. 2014",0.02709,2,1,0.05166
"Solidago canadensis",51.66,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.05166,"Tamme et al. 2014",0.02709,2,1,0.05166
"Solidago virgaurea",4,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",0.58,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",5.6,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",0.58,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",5.6,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Somateria spectabilis",1.324141494,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",1.324141494,"Chu 2021",1.324141494,2,2,0.662070747
"Somateria spectabilis",1.324141494,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",1.324141494,"Chu 2021",1.324141494,2,2,0.662070747
"Sonchus arvensis",1100,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",1.1,"Tamme et al. 2014",1.1,1,1,1.1
"Sonchus asper",0.58,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00612,"Tamme et al. 2014",0.00335,2,1,0.00612
"Sonchus asper",6.12,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00612,"Tamme et al. 2014",0.00335,2,1,0.00612
"Sonchus oleraceus",1.08,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.01328,"Tamme et al. 2014",0.00656,3,1,0.01328
"Sonchus oleraceus",13.28,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.01328,"Tamme et al. 2014",0.00656,3,1,0.01328
"Sonchus oleraceus",6.56,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",6,"weeks","AgeAtMaturity","TRY",0.01328,"Tamme et al. 2014",0.00656,3,1,0.01328
"Spergularia marina",340,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"year","MaturityFromLifespan","TRY",0.34,"Tamme et al. 2014",0.34,1,1,0.34
"Spergularia rubra",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"years","MaturityFromLifespan","LEDA",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Spergularia rubra",0.15,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"years","MaturityFromLifespan","LEDA",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Stellaria media",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00032,"Tamme et al. 2014",0.000185,2,1,0.00032
"Stellaria media",0.32,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00032,"Tamme et al. 2014",0.000185,2,1,0.00032
"Sterna dougallii",9.292658212,"km","natal dispersal","MeanDispersalDistance","Chu 2021",910.968,"days","AgeAtMaturity","Amniota",80.63385958,"Chu 2021",44.963258896,2,3,26.8779531933333
"Sterna dougallii",80.63385958,"km","natal dispersal","MeanDispersalDistance","Chu 2021",910.968,"days","AgeAtMaturity","Amniota",80.63385958,"Chu 2021",44.963258896,2,3,26.8779531933333
"Sterna forsteri",552.6652553,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",552.6652553,"Chu 2021",552.6652553,2,2,276.33262765
"Sterna forsteri",552.6652553,"km","natal dispersal","SingleObservation","Chu 2021",730,"days","AgeAtMaturity","AnAge",552.6652553,"Chu 2021",552.6652553,2,2,276.33262765
"Sterna hirundo",33.06606166,"km","natal dispersal","MeanDispersalDistance","Chu 2021",910.968,"days","AgeAtMaturity","Amniota",109.6618706,"Chu 2021",71.36396613,2,3,36.5539568666667
"Sterna hirundo",109.6618706,"km","natal dispersal","MeanDispersalDistance","Chu 2021",910.968,"days","AgeAtMaturity","Amniota",109.6618706,"Chu 2021",71.36396613,2,3,36.5539568666667
"Sterna paradisaea",44.50607266,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1095,"days","AgeAtMaturity","AnAge",116.2098611,"Chu 2021",80.35796688,2,3,38.7366203666667
"Sterna paradisaea",116.2098611,"km","natal dispersal","MeanDispersalDistance","Chu 2021",1095,"days","AgeAtMaturity","AnAge",116.2098611,"Chu 2021",80.35796688,2,3,38.7366203666667
"Sternula antillarum",34.60360209,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730.5,"days","AgeAtMaturity","Amniota",166.6860873,"Chu 2021",100.644844695,2,3,55.5620291
"Sternula antillarum",166.6860873,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730.5,"days","AgeAtMaturity","Amniota",166.6860873,"Chu 2021",100.644844695,2,3,55.5620291
"Streptopelia decaocto",59900,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",4.1,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",9.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",0.57,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia decaocto",2.503,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",59.9,"Jenkins et al. 2007",4.1,5,1,59.9
"Streptopelia turtur",30400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",3.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",8.8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",0.757,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Streptopelia turtur",1.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",30.4,"Jenkins et al. 2007",3.8,5,1,30.4
"Strix aluco",4,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",22.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",35300,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",3.1,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",8.3,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",0.433,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix aluco",2.121,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",35.3,"Jenkins et al. 2007",4,7,1,35.3
"Strix nebulosa",50,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",50,"Sutherland (birds)",50,2,1,50
"Strix nebulosa",50000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",50,"Sutherland (birds)",50,2,1,50
"Strix varia",6.349398376,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",7.755788376,"Chu 2021",7.052593376,2,2,3.877894188
"Strix varia",7.755788376,"km","natal dispersal","MeanDispersalDistance","Chu 2021",730,"days","AgeAtMaturity","AnAge",7.755788376,"Chu 2021",7.052593376,2,2,3.877894188
"Sturnus vulgaris",65700,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",3.4,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",9.5,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",0.273,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",1.1,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
"Sturnus vulgaris",17.1429715,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",65.7,"Jenkins et al. 2007",9.5,7,1,65.7
