"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Quercus macrocarpa",10.3,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",35,"yrs","AgeAtMaturity","TRY",0.151,"Jenkins et al. 2007",0.0515,5,35,0.00431428571428571
"Quercus macrocarpa",151,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",35,"yrs","AgeAtMaturity","TRY",0.151,"Jenkins et al. 2007",0.0515,5,35,0.00431428571428571
"Quercus macrocarpa",10,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",35,"yrs","AgeAtMaturity","TRY",0.151,"Jenkins et al. 2007",0.0515,5,35,0.00431428571428571
"Quercus macrocarpa",52,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",35,"yrs","AgeAtMaturity","TRY",0.151,"Jenkins et al. 2007",0.0515,5,35,0.00431428571428571
"Quercus petraea",300,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.3,"Tamme et al. 2014",0.3,3,5,0.06
"Quercus petraea",18,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.3,"Tamme et al. 2014",0.3,3,5,0.06
"Quercus petraea",300,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.3,"Tamme et al. 2014",0.3,3,5,0.06
"Quercus rubra",151,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",5,"yrs","AgeAtMaturity","TRY",0.151,"Jenkins et al. 2007",0.151,1,5,0.0302
"Quercus velutina",75,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",20,"yrs","AgeAtMaturity","TRY",0.075,"Jenkins et al. 2007",0.075,1,20,0.00375
"Rana temporaria",460,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",1095,"days","AgeAtMaturity","AnAge",0.46,"Jenkins et al. 2007",0.46,1,3,0.153333333333333
"Ranunculus acris",300,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.3,"Tamme et al. 2014",0.3,1,1,0.3
"Ranunculus sceleratus",35,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.035,"Tamme et al. 2014",0.035,1,1,0.035
"Raphanus raphanistrum",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Raphanus raphanistrum",0.15,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Raphanus sativus",0.04,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"years","MaturityFromLifespan","LEDA",0.00018,"Tamme et al. 2014",0.00011,2,1,0.00018
"Raphanus sativus",0.18,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"years","MaturityFromLifespan","LEDA",0.00018,"Tamme et al. 2014",0.00011,2,1,0.00018
"Recurvirostra americana",19.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",353.9685,"Chu & Clairmunt 2023",186.68425,4,1,353.9685
"Recurvirostra americana",19400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",353.9685,"Chu & Clairmunt 2023",186.68425,4,1,353.9685
"Recurvirostra americana",353.9685,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",353.9685,"Chu & Clairmunt 2023",186.68425,4,1,353.9685
"Recurvirostra americana",353.9685,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",353.9685,"Chu & Clairmunt 2023",186.68425,4,1,353.9685
"Reseda lutea",0.06,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00035,"Tamme et al. 2014",0.000205,2,1,0.00035
"Reseda lutea",0.35,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00035,"Tamme et al. 2014",0.000205,2,1,0.00035
"Rhinanthus alectorolophus",0.06,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00033,"Tamme et al. 2014",0.000195,2,1,0.00033
"Rhinanthus alectorolophus",0.33,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00033,"Tamme et al. 2014",0.000195,2,1,0.00033
"Rhinanthus minor",0.08,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00045,"Tamme et al. 2014",0.000265,2,1,0.00045
"Rhinanthus minor",0.45,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00045,"Tamme et al. 2014",0.000265,2,1,0.00045
"Riparia riparia",6,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Riparia riparia",144,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Riparia riparia",144000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Riparia riparia",7.7,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Riparia riparia",20.9,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Riparia riparia",1.221,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Riparia riparia",6.65,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",144,"Sutherland (birds)",7.7,7,1,144
"Rissa tridactyla",25.23676,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",1460,"days","AgeAtMaturity","AnAge",25.23676,"Chu & Clairmunt 2023",25.23676,2,4,6.30919
"Rissa tridactyla",25.23676,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",1460,"days","AgeAtMaturity","AnAge",25.23676,"Chu & Clairmunt 2023",25.23676,2,4,6.30919
"Rubus idaeus",900,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.9,"Tamme et al. 2014",0.9,1,1,0.9
"Rumex acetosa",0.18,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex acetosa",0.99,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex acetosa",0.18,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex acetosa",0.99,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00099,"Tamme et al. 2014",0.000585,4,1,0.00099
"Rumex crispus",0.19,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00098,"Tamme et al. 2014",0.000585,2,1,0.00098
"Rumex crispus",0.98,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00098,"Tamme et al. 2014",0.000585,2,1,0.00098
"Rumex hydrolapathum",0.13,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00068,"Tamme et al. 2014",0.000405,2,1,0.00068
"Rumex hydrolapathum",0.68,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00068,"Tamme et al. 2014",0.000405,2,1,0.00068
"Rumex obtusifolius",2.48,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00248,"Tamme et al. 2014",0.00248,1,1,0.00248
"Rupicapra rupicapra",17,"km","natal/breeding dispersal","MaxDispersalDistance","Whitmee & Orme 2013",669,"days","AgeAtMaturity","AnAge",17,"Whitmee & Orme 2013",5.95,3,2,8.5
"Rupicapra rupicapra",5.95,"km","natal/breeding dispersal","MeanDispersalDistance","Whitmee & Orme 2013",669,"days","AgeAtMaturity","AnAge",17,"Whitmee & Orme 2013",5.95,3,2,8.5
"Rupicapra rupicapra",4.1,"km","natal/breeding dispersal","MedianDispersalDistance","Whitmee & Orme 2013",669,"days","AgeAtMaturity","AnAge",17,"Whitmee & Orme 2013",5.95,3,2,8.5
"Salicornia europaea",36,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.036,"Tamme et al. 2014",0.018065,2,1,0.036
"Salicornia europaea",0.13,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.036,"Tamme et al. 2014",0.018065,2,1,0.036
"Salix alba",6500,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",7,"yrs","AgeAtMaturity","TRY",6.5,"Tamme et al. 2014",6.5,1,7,0.928571428571429
"Sanicula europaea",15,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.015,"Vittoz & Engler 2007",0.015,1,1,0.015
"Saponaria officinalis",0.04,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00021,"Tamme et al. 2014",0.000125,2,1,0.00021
"Saponaria officinalis",0.21,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00021,"Tamme et al. 2014",0.000125,2,1,0.00021
"Saxifraga tridactylites",0.02,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",24,"weeks","AgeAtMaturity","TRY",0.00011,"Vittoz & Engler 2007",6.5e-05,2,1,0.00011
"Saxifraga tridactylites",0.11,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",24,"weeks","AgeAtMaturity","TRY",0.00011,"Vittoz & Engler 2007",6.5e-05,2,1,0.00011
"Sayornis nigricans",34.4,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",364.359,"days","AgeAtMaturity","Amniota",34.4,"Sutherland (birds)",34.4,2,1,34.4
"Sayornis nigricans",34400,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.359,"days","AgeAtMaturity","Amniota",34.4,"Sutherland (birds)",34.4,2,1,34.4
"Scabiosa columbaria",1.9,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0035,"Jenkins et al. 2007",0.0019,3,1,0.0035
"Scabiosa columbaria",3.5,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.0035,"Jenkins et al. 2007",0.0019,3,1,0.0035
"Scabiosa columbaria",1.9,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0035,"Jenkins et al. 2007",0.0019,3,1,0.0035
"Scleranthus annuus",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,2,1,9e-05
"Scleranthus annuus",0.09,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",9e-05,"Tamme et al. 2014",5.5e-05,2,1,9e-05
"Scolopax minor",260.2105,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",300,"days","AgeAtMaturity","AnAge",298.3929,"Chu & Clairmunt 2023",279.3017,2,1,298.3929
"Scolopax minor",298.3929,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",300,"days","AgeAtMaturity","AnAge",298.3929,"Chu & Clairmunt 2023",279.3017,2,1,298.3929
"Scorzoneroides autumnalis",610,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.61,"Tamme et al. 2014",0.00081,3,1,0.61
"Scorzoneroides autumnalis",0.12,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.61,"Tamme et al. 2014",0.00081,3,1,0.61
"Scorzoneroides autumnalis",0.81,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.61,"Tamme et al. 2014",0.00081,3,1,0.61
"Scrophularia nodosa",0.17,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00091,"Tamme et al. 2014",0.00054,2,1,0.00091
"Scrophularia nodosa",0.91,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00091,"Tamme et al. 2014",0.00054,2,1,0.00091
"Selinum carvifolia",2,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.79,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.5,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Selinum carvifolia",0.79,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.002,"Tamme et al. 2014",0.00079,5,1,0.002
"Senecio inaequidens",0.96,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores-Moreno et al. 2013",0.009245,4,1,0.1
"Senecio inaequidens",13.29,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores-Moreno et al. 2013",0.009245,4,1,0.1
"Senecio inaequidens",5.2,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores-Moreno et al. 2013",0.009245,4,1,0.1
"Senecio inaequidens",100,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.1,"Flores-Moreno et al. 2013",0.009245,4,1,0.1
"Senecio sylvaticus",1.21,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03313,"Tamme et al. 2014",0.01717,2,1,0.03313
"Senecio sylvaticus",33.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03313,"Tamme et al. 2014",0.01717,2,1,0.03313
"Senecio vulgaris",1200,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",0.3423,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",2,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",0.27,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",3.4,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",0.34,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Senecio vulgaris",2,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",1.2,"Tamme et al. 2014",0.002,7,1,1.2
"Serratula tinctoria",0.2,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00134,"Tamme et al. 2014",0.00077,2,1,0.00134
"Serratula tinctoria",1.34,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00134,"Tamme et al. 2014",0.00077,2,1,0.00134
"Setaria verticillata",3.28,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00328,"Tamme et al. 2014",0.00328,1,1,0.00328
"Sialia mexicana",4.214918,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",6.421985,"Chu & Clairmunt 2023",5.3184515,2,1,6.421985
"Sialia mexicana",6.421985,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",6.421985,"Chu & Clairmunt 2023",5.3184515,2,1,6.421985
"Sialia sialis",15.03505,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",306,"days","AgeAtMaturity","AnAge",73.18538,"Chu & Clairmunt 2023",44.110215,2,1,73.18538
"Sialia sialis",73.18538,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",306,"days","AgeAtMaturity","AnAge",73.18538,"Chu & Clairmunt 2023",44.110215,2,1,73.18538
"Silene dioica",0.09,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",0.000295,2,1,5e-04
"Silene dioica",0.5,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",5e-04,"Tamme et al. 2014",0.000295,2,1,5e-04
"Silene flos-cuculi",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00037,"Tamme et al. 2014",0.00022,2,1,0.00037
"Silene flos-cuculi",0.37,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00037,"Tamme et al. 2014",0.00022,2,1,0.00037
"Silene latifolia",0.1,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene latifolia",0.57,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene latifolia",0.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene latifolia",0.57,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.00057,"Tamme et al. 2014",0.000335,4,1,0.00057
"Silene vulgaris",0.02,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",7.5e-05,2,1,0.00013
"Silene vulgaris",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",7.5e-05,2,1,0.00013
"Sinapis arvensis",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,2,1,0.00013
"Sinapis arvensis",0.13,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00013,"Tamme et al. 2014",8e-05,2,1,0.00013
"Sisymbrium altissimum",0.07,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00042,"Tamme et al. 2014",0.000245,2,1,0.00042
"Sisymbrium altissimum",0.42,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00042,"Tamme et al. 2014",0.000245,2,1,0.00042
"Sitta europaea",1.1,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",24100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",0.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",6.5,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",0.247,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta europaea",1.803,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",24.1,"Jenkins et al. 2007",1.4515,6,1,24.1
"Sitta pusilla",3.532519,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",364.234,"days","AgeAtMaturity","Amniota",3.532519,"Chu & Clairmunt 2023",3.532519,2,1,3.532519
"Sitta pusilla",3.532519,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",364.234,"days","AgeAtMaturity","Amniota",3.532519,"Chu & Clairmunt 2023",3.532519,2,1,3.532519
"Solidago canadensis",2.52,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.05166,"Tamme et al. 2014",0.02709,2,1,0.05166
"Solidago canadensis",51.66,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.05166,"Tamme et al. 2014",0.02709,2,1,0.05166
"Solidago virgaurea",4,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",0.58,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",5.6,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",0.58,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Solidago virgaurea",5.6,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0056,"Tamme et al. 2014",0.004,5,1,0.0056
"Somateria spectabilis",1.324141,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",730,"days","AgeAtMaturity","AnAge",1.324141,"Chu & Clairmunt 2023",1.324141,2,2,0.6620705
"Somateria spectabilis",1.324141,"km","natal dispersal","SingleObservation","Chu & Clairmunt 2023",730,"days","AgeAtMaturity","AnAge",1.324141,"Chu & Clairmunt 2023",1.324141,2,2,0.6620705
"Sonchus arvensis",1100,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",1.1,"Tamme et al. 2014",1.1,1,1,1.1
"Sonchus asper",0.58,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00612,"Tamme et al. 2014",0.00335,2,1,0.00612
"Sonchus asper",6.12,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00612,"Tamme et al. 2014",0.00335,2,1,0.00612
"Sonchus oleraceus",1.08,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.01328,"Tamme et al. 2014",0.00656,3,1,0.01328
"Sonchus oleraceus",13.28,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.01328,"Tamme et al. 2014",0.00656,3,1,0.01328
"Sonchus oleraceus",6.56,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",6,"weeks","AgeAtMaturity","TRY",0.01328,"Tamme et al. 2014",0.00656,3,1,0.01328
"Spergularia marina",340,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"year","MaturityFromLifespan","TRY",0.34,"Tamme et al. 2014",0.34,1,1,0.34
"Spergularia rubra",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"years","MaturityFromLifespan","LEDA",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Spergularia rubra",0.15,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"years","MaturityFromLifespan","LEDA",0.00015,"Tamme et al. 2014",9e-05,2,1,0.00015
"Stellaria media",0.05,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00032,"Tamme et al. 2014",0.000185,2,1,0.00032
"Stellaria media",0.32,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00032,"Tamme et al. 2014",0.000185,2,1,0.00032
"Sterna dougallii",9.292658,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",910.968,"days","AgeAtMaturity","Amniota",80.63386,"Chu & Clairmunt 2023",44.963259,2,3,26.8779533333333
