"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","Method"
"Valeriana tripteris",1,1,"Valeriana tripteris","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","GBIF","GBIF:7298997","Valeriana tripteris","Valeriana tripteris","Find_Sci_Names"
"Valerianella dentata",1,0,"Valerianella dentata","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","GBIF","GBIF:2888789","Valerianella dentata","Valerianella dentata","Find_Sci_Names"
"Valerianella locusta",1,1,"Valerianella locusta","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","GBIF","GBIF:2888778","Valerianella locusta","Valerianella locusta","Find_Sci_Names"
"Valerianella rimosa",1,0,"Valerianella rimosa","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","GBIF","GBIF:4095539","Valerianella rimosa","Valerianella rimosa","Find_Sci_Names"
"Valonia utricularis",1,0,"Valonia utricularis","Plantae","Chlorophyta","Ulvophyceae","Siphonocladales","Valoniaceae","GBIF","GBIF:5273060","Valonia utricularis","Valonia utricularis","Find_Sci_Names"
"Vancouveria hexandra",1,1,"Vancouveria hexandra","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","GBIF","GBIF:5371716","Vancouveria hexandra","Vancouveria hexandra","Find_Sci_Names"
"Vancouveria planipetala",1,1,"Vancouveria planipetala","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Berberidaceae","GBIF","GBIF:5371721","Vancouveria planipetala","Vancouveria planipetala","Find_Sci_Names"
"Vandijkophrynus amatolicus",1,1,"Vandijkophrynus amatolicus","Animalia","Chordata","Amphibia","Anura","Bufonidae","GBIF","GBIF:2422244","Vandijkophrynus amatolicus","Vandijkophrynus amatolicus","Find_Sci_Names"
"Vandijkophrynus angusticeps",1,1,"Vandijkophrynus angusticeps","Animalia","Chordata","Amphibia","Anura","Bufonidae","GBIF","GBIF:2422237","Vandijkophrynus angusticeps","Vandijkophrynus angusticeps","Find_Sci_Names"
"Vandijkophrynus gariepensis",1,1,"Vandijkophrynus gariepensis","Animalia","Chordata","Amphibia","Anura","Bufonidae","GBIF","GBIF:2422242","Vandijkophrynus gariepensis","Vandijkophrynus gariepensis","Find_Sci_Names"
"Vandijkophrynus robinsoni",1,0,"Vandijkophrynus robinsoni","Animalia","Chordata","Amphibia","Anura","Bufonidae","GBIF","GBIF:2422235","Vandijkophrynus robinsoni","Vandijkophrynus robinsoni","Find_Sci_Names"
"Vanellus lugubris",0,1,"Vanellus lugubris","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","GBIF","GBIF:5229139","Vanellus lugubris","Vanellus lugubris","Find_Sci_Names"
"Vanellus melanopterus",0,1,"Vanellus melanopterus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","GBIF","GBIF:5229140","Vanellus melanopterus","Vanellus melanopterus","Find_Sci_Names"
"Vanellus tricolor",1,0,"Vanellus tricolor","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","GBIF","GBIF:5229135","Vanellus tricolor","Vanellus tricolor","Find_Sci_Names"
"Vanellus vanellus",1,1,"Vanellus vanellus","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","GBIF","GBIF:2480242","Vanellus vanellus","Vanellus vanellus","Find_Sci_Names"
"Vanessa atalanta",1,1,"Vanessa atalanta","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","GBIF","GBIF:1898286","Vanessa atalanta","Vanessa atalanta","Find_Sci_Names"
"Vanessa cardui",1,1,"Vanessa cardui","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","GBIF","GBIF:4299368","Vanessa cardui","Vanessa cardui","Find_Sci_Names"
"Vanessa virginiensis",0,1,"Vanessa virginiensis","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","GBIF","GBIF:4299370","Vanessa virginiensis","Vanessa virginiensis","Find_Sci_Names"
"Vanoyia tenuicornis",1,1,"Vanoyia tenuicornis","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","GBIF","GBIF:1578626","Vanoyia tenuicornis","Vanoyia tenuicornis","Find_Sci_Names"
"Dianthus nudiflorus",1,1,"Dianthus nudiflorus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","GBIF","GBIF:3810175","Velezia rigida","Velezia rigida","Find_Sci_Names"
"Velezia rigida",1,1,"Dianthus nudiflorus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","GBIF","GBIF:3810175","Velezia rigida","Velezia rigida","Find_Sci_Names"
"Velia caprai",1,0,"Velia caprai","Animalia","Arthropoda","Insecta","Hemiptera","Veliidae","GBIF","GBIF:4485351","Velia caprai","Velia caprai","Find_Sci_Names"
"Venegasia carpesioides",1,1,"Venegasia carpesioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3139622","Venegasia carpesioides","Venegasia carpesioides","Find_Sci_Names"
"Veniliornis affinis",0,1,"Veniliornis affinis","Animalia","Chordata","Aves","Piciformes","Picidae","GBIF","GBIF:2478373","Veniliornis affinis","Veniliornis affinis","Find_Sci_Names"
"Veratrum album",1,1,"Veratrum album","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:2742119","Veratrum album","Veratrum album","Find_Sci_Names"
"Veratrum album",1,0,"Veratrum album","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:2742119","Veratrum album","Veratrum album lobelianum","Find_Sci_Names"
"Veratrum californicum",1,1,"Veratrum californicum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:2742108","Veratrum californicum","Veratrum californicum var. californicum","Find_Sci_Names"
"Veratrum insolitum",1,1,"Veratrum insolitum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:2742118","Veratrum insolitum","Veratrum insolitum","Find_Sci_Names"
"Veratrum nigrum",1,0,"Veratrum nigrum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:2742096","Veratrum nigrum","Veratrum nigrum","Find_Sci_Names"
"Veratrum viride",0,1,"Veratrum viride","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:7575112","Veratrum viride","Veratrum viride","Find_Sci_Names"
"Veratrum viride",1,0,"Veratrum viride","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","GBIF","GBIF:7575112","Veratrum viridea","Veratrum viridea","Find_Sci_Names"
"Verbascum sp.",1,0,"Verbascum alpinum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:7625993","Verbascum alpinum","Verbascum alpinum","Find_Sci_Names"
"Verbascum blattaria",1,1,"Verbascum blattaria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171943","Verbascum blattaria","Verbascum blattaria","Find_Sci_Names"
"Verbascum chaixii",1,0,"Verbascum chaixii","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:8949622","Verbascum chaixii","Verbascum chaixii","Find_Sci_Names"
"Verbascum decaisneanum",1,1,"Verbascum decaisneanum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3740280","Verbascum decaisneanum","Verbascum decaisneanum","Find_Sci_Names"
"Verbascum lychnitis",1,1,"Verbascum lychnitis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171947","Verbascum lychnitis","Verbascum lychnitis","Find_Sci_Names"
"Verbascum nigrum",1,1,"Verbascum nigrum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171945","Verbascum nigrum","Verbascum nigrum","Find_Sci_Names"
"Verbascum phlomoides",1,0,"Verbascum phlomoides","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171948","Verbascum phlomoides","Verbascum phlomoides","Find_Sci_Names"
"Verbascum phoeniceum",1,0,"Verbascum phoeniceum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171951","Verbascum phoeniceum","Verbascum phoeniceum","Find_Sci_Names"
"Verbascum pulverulentum",1,1,"Verbascum pulverulentum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171941","Verbascum pulverulentum","Verbascum pulverulentum","Find_Sci_Names"
"Verbascum sinaiticum",1,1,"Verbascum sinaiticum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3736050","Verbascum sinaiticum","Verbascum sinaiticum","Find_Sci_Names"
"Verbascum thapsus",1,0,"Verbascum thapsi","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3735474","Verbascum thapsis","Verbascum thapsis","Find_Sci_Names"
"Verbascum thapsus",1,1,"Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171949","Verbascum thapsus","Verbascum thapsus","Find_Sci_Names"
"Verbascum virgatum",1,1,"Verbascum virgatum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","GBIF","GBIF:3171954","Verbascum virgatum","Verbascum virgatum","Find_Sci_Names"
"Verbena bonariensis",1,1,"Verbena bonariensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925514","Verbena bonariensis","Verbena bonariensis","Find_Sci_Names"
"Verbena bracteata",1,1,"Verbena bracteata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925532","Verbena bracteata","Verbena bracteata","Find_Sci_Names"
"Glandularia gooddingii",1,1,"Verbena gooddingii","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925602","Verbena gooddingii","Verbena gooddingii","Find_Sci_Names"
"Verbena lasiostachys",1,1,"Verbena lasiostachys","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925519","Verbena lasiostachys","Verbena lasiostachys","Find_Sci_Names"
"Verbena lasiostachys",1,1,"Verbena lasiostachys","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925519","Verbena lasiostachys","Verbena lasiostachys var. lasiostachys","Find_Sci_Names"
"Verbena lasiostachys",1,1,"Verbena lasiostachys","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925519","Verbena lasiostachys","Verbena lasiostachys var. scabrida","Find_Sci_Names"
"Verbena litoralis",1,1,"Verbena litoralis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925494","Verbena litoralis","Verbena litoralis","Find_Sci_Names"
"Verbena menthifolia",1,1,"Verbena menthifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925499","Verbena menthifolia","Verbena menthifolia","Find_Sci_Names"
"Verbena officinalis",1,0,"Verbena officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","GBIF","GBIF:2925529","Verbena officinalis","Verbena officinalis","Find_Sci_Names"
"Verbesina encelioides",1,1,"Verbesina encelioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3147913","Verbesina encelioides","Verbesina encelioides subsp. exauriculata","Find_Sci_Names"
"Leiothlypis celata",1,0,"Leiothlypis celata","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:8169649","Vermivora celata","Vermivora celata","Find_Sci_Names"
"Vermivora chrysoptera",1,1,"Vermivora chrysoptera","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:5230811","Vermivora chrysoptera","Vermivora chrysoptera","Find_Sci_Names"
"Vermivora cyanoptera",1,1,"Vermivora cyanoptera","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:6093846","Vermivora cyanoptera","Vermivora cyanoptera","Find_Sci_Names"
"Leiothlypis peregrina",1,1,"Leiothlypis peregrina","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:7415507","Vermivora peregrina","Vermivora peregrina","Find_Sci_Names"
"Vermivora cyanoptera",1,1,"Setophaga pinus","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:7341816","Vermivora pinus","Vermivora pinus","Find_Sci_Names"
"Oreothlypis ruficapilla",1,1,"Leiothlypis ruficapilla","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:7531611","Vermivora ruficapilla","Vermivora ruficapilla","Find_Sci_Names"
"Leiothlypis ruficapilla",1,1,"Leiothlypis ruficapilla","Animalia","Chordata","Aves","Passeriformes","Parulidae","GBIF","GBIF:7531611","Vermivora ruficapilla","Vermivora ruficapilla","Find_Sci_Names"
"Veronica alpina",1,1,"Veronica alpina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172050","Veronica alpina","Veronica alpina","Find_Sci_Names"
"Veronica americana",1,1,"Veronica americana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172084","Veronica americana","Veronica americana","Find_Sci_Names"
"Veronica anagallis-aquatica",1,1,"Veronica anagallis-aquatica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172086","Veronica anagallis-aquatica","Veronica anagallis-aquatica","Find_Sci_Names"
"Veronica aphylla",1,1,"Veronica aphylla","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3734339","Veronica aphylla","Veronica aphylla","Find_Sci_Names"
"Veronica arvensis",1,1,"Veronica arvensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172048","Veronica arvensis","Veronica arvensis","Find_Sci_Names"
"Veronica austriaca",1,1,"Veronica austriaca","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172099","Veronica austriaca","Veronica austriaca","Find_Sci_Names"
"Veronica beccabunga",1,1,"Veronica beccabunga","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172062","Veronica beccabunga","Veronica beccabunga","Find_Sci_Names"
"Veronica bellidioides",1,1,"Veronica bellidioides","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3733851","Veronica bellidioides","Veronica bellidioides","Find_Sci_Names"
"Veronica catenata",1,1,"Veronica catenata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172092","Veronica catenata","Veronica catenata","Find_Sci_Names"
"Veronica chamaedrys",1,1,"Veronica chamaedrys","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:7874883","Veronica chamaedrys","Veronica chamaedrys","Find_Sci_Names"
"Veronica copelandii",1,1,"Veronica copelandii","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172101","Veronica copelandii","Veronica copelandii","Find_Sci_Names"
"Veronica cymbalaria",1,0,"Veronica cymbalaria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172068","Veronica cymbalaria","Veronica cymbalaria","Find_Sci_Names"
"Veronica fruticans",1,1,"Veronica fruticans","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172054","Veronica fruticans","Veronica fruticans","Find_Sci_Names"
"Veronica fruticulosa",1,0,"Veronica fruticulosa","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3731357","Veronica fruticulosa","Veronica fruticulosa","Find_Sci_Names"
"Veronica hederifolia",1,0,"Veronica hederifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172070","Veronica hederifolia","Veronica hederifolia","Find_Sci_Names"
"Veronica montana",1,1,"Veronica montana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:8328247","Veronica montana","Veronica montana","Find_Sci_Names"
"Veronica officinalis",1,1,"Veronica officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172049","Veronica officinalis","Veronica officinalis","Find_Sci_Names"
"Veronica incana",1,0,"Veronica incana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3730524","Veronica pallens","Veronica pallens","Find_Sci_Names"
"Veronica peregrina",1,1,"Veronica peregrina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172104","Veronica peregrina","Veronica peregrina subsp. xalapensis","Find_Sci_Names"
"Veronica persica",1,1,"Veronica persica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172077","Veronica persica","Veronica persica","Find_Sci_Names"
"Veronica polita",1,0,"Veronica polita","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172074","Veronica polita","Veronica polita","Find_Sci_Names"
"Veronica prostrata",1,0,"Veronica prostrata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:8903918","Veronica prostrata","Veronica prostrata","Find_Sci_Names"
"Veronica scutellata",1,1,"Veronica scutellata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172072","Veronica scutellata","Veronica scutellata","Find_Sci_Names"
"Veronica serpyllifolia",1,1,"Veronica serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172057","Veronica serpyllifolia","Veronica serpyllifolia","Find_Sci_Names"
"Veronica serpyllifolia",1,1,"Veronica serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172057","Veronica serpyllifolia","Veronica serpyllifolia subsp. humifusa","Find_Sci_Names"
"Veronica spicata",1,0,"Veronica spicata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172059","Veronica spicata","Veronica spicata","Find_Sci_Names"
"Veronica austriaca",1,0,"Veronica teucrium","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3725062","Veronica teucrium","Veronica teucrium","Find_Sci_Names"
"Veronica triphyllos",1,0,"Veronica triphyllos","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172119","Veronica triphyllos","Veronica triphyllos","Find_Sci_Names"
"Veronica urticifolia",1,0,"Veronica urticifolia","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:8242995","Veronica urticifolia","Veronica urticifolia","Find_Sci_Names"
"Veronica wormskjoldii",1,1,"Veronica wormskjoldii","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","GBIF","GBIF:3172106","Veronica wormskjoldii","Veronica wormskjoldii","Find_Sci_Names"
"Vespa crabro",1,1,"Vespa crabro","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","GBIF","GBIF:1311527","Vespa crabro","Vespa crabro","Find_Sci_Names"
"Vespertilio sinensis",0,1,"Vespertilio sinensis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","GBIF","GBIF:7261801","Vespertilio sinensis","Vespertilio sinensis","Find_Sci_Names"
"Vespula germanica",1,1,"Vespula germanica","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","GBIF","GBIF:1311649","Vespula germanica","Vespula germanica","Find_Sci_Names"
"Vespula rufa",1,1,"Vespula rufa","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","GBIF","GBIF:1311676","Vespula rufa","Vespula rufa","Find_Sci_Names"
"Vespula vulgaris",1,1,"Vespula vulgaris","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","GBIF","GBIF:1311671","Vespula vulgaris","Vespula vulgaris","Find_Sci_Names"
"Viburnum acerifolium",1,1,"Viburnum acerifolium","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888596","Viburnum acerifolium","Viburnum acerifolium","Find_Sci_Names"
"Viburnum lantanoides",1,1,"Viburnum lantanoides","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888601","Viburnum alnifolium","Viburnum alnifolium","Find_Sci_Names"
"Viburnum edule",0,1,"Viburnum edule","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888613","Viburnum edule","Viburnum edule","Find_Sci_Names"
"Viburnum lantana",1,1,"Viburnum lantana","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888615","Viburnum lantana","Viburnum lantana","Find_Sci_Names"
"Viburnum lentago",1,1,"Viburnum lentago","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888586","Viburnum lentago","Viburnum lentago","Find_Sci_Names"
"Viburnum opulus",1,1,"Viburnum opulus","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888605","Viburnum opulus","Viburnum opulus","Find_Sci_Names"
"Viburnum tinus",1,0,"Viburnum tinus","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","GBIF","GBIF:2888585","Viburnum tinus","Viburnum tinus","Find_Sci_Names"
"Vicia americana",1,1,"Vicia americana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975204","Vicia americana","Vicia americana subsp. americana","Find_Sci_Names"
"Vicia andicola",1,1,"Vicia andicola","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975155","Vicia andicola","Vicia andicola","Find_Sci_Names"
"Vicia sativa",1,0,"Vicia setifolia","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:7068377","Vicia angustifolia","Vicia angustifolia","Find_Sci_Names"
"Vicia benghalensis",1,1,"Vicia benghalensis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975384","Vicia benghalensis","Vicia benghalensis","Find_Sci_Names"
"Vicia cracca",1,1,"Vicia cracca","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975287","Vicia cracca","Vicia cracca","Find_Sci_Names"
"Vicia nigricans",1,1,"Vicia ramosissima","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:3972099","Vicia gigantea","Vicia gigantea","Find_Sci_Names"
"Vicia hassei",1,1,"Vicia hassei","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975283","Vicia hassei","Vicia hassei","Find_Sci_Names"
"Vicia hirsuta",1,1,"Vicia hirsuta","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975328","Vicia hirsuta","Vicia hirsuta","Find_Sci_Names"
"Vicia lathyroides",1,1,"Vicia lathyroides","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975076","Vicia lathyroides","Vicia lathyroides","Find_Sci_Names"
"Vicia loiseleurii",1,0,"Vicia loiseleurii","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975446","Vicia loiseleurii","Vicia loiseleurii","Find_Sci_Names"
"Vicia ludoviciana",1,1,"Vicia ludoviciana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975352","Vicia ludoviciana","Vicia ludoviciana subsp. ludoviciana","Find_Sci_Names"
"Vicia lutea",1,1,"Vicia lutea","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2974753","Vicia lutea","Vicia lutea","Find_Sci_Names"
"Vicia orobus",1,1,"Vicia orobus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975152","Vicia orobus","Vicia orobus","Find_Sci_Names"
"Vicia parviflora",1,1,"Vicia parviflora","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2974776","Vicia parviflora","Vicia parviflora","Find_Sci_Names"
"Vicia sativa",1,1,"Vicia sativa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975014","Vicia sativa","Vicia sativa","Find_Sci_Names"
"Vicia sativa",1,1,"Vicia sativa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975014","Vicia sativa","Vicia sativa subsp. nigra","Find_Sci_Names"
"Vicia sativa",1,1,"Vicia sativa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975014","Vicia sativa","Vicia sativa subsp. sativa","Find_Sci_Names"
"Vicia sepium",1,1,"Vicia sepium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2974786","Vicia sepium","Vicia sepium","Find_Sci_Names"
"Vicia sylvatica",1,1,"Vicia sylvatica","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2974793","Vicia sylvatica","Vicia sylvatica","Find_Sci_Names"
"Vicia parviflora",1,0,"Vicia tenuissima","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975241","Vicia tenuissima","Vicia tenuissima","Find_Sci_Names"
"Vicia tetrasperma",1,1,"Vicia tetrasperma","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2975083","Vicia tetrasperma","Vicia tetrasperma","Find_Sci_Names"
"Vicia villosa",1,1,"Vicia villosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:9182154","Vicia villosa","Vicia villosa","Find_Sci_Names"
"Vicia villosa",1,1,"Vicia villosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:9182154","Vicia villosa","Vicia villosa subsp. varia","Find_Sci_Names"
"Vicia villosa",1,1,"Vicia villosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:9182154","Vicia villosa","Vicia villosa subsp. villosa","Find_Sci_Names"
"Vicia villosa",1,0,"Vicia villosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:9182154","Vicia villosa","Vicia villosa varia","Find_Sci_Names"
"Victrix umovii",1,1,"Victrix umovii","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:4532875","Victrix umovii","Victrix umovii","Find_Sci_Names"
"Osmundaria spiralis",1,0,"Osmundaria spiralis","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","NCBI","NCBI:228266","Vidalia spiralis","Vidalia spiralis","Find_Sci_Names | kingdom from Wikispecies using wikitaxa"
"Vidua chalybeata",0,1,"Vidua chalybeata","Animalia","Chordata","Aves","Passeriformes","Viduidae","GBIF","GBIF:2484613","Vidua chalybeata","Vidua chalybeata","Find_Sci_Names"
"Vidua funerea",0,1,"Vidua funerea","Animalia","Chordata","Aves","Passeriformes","Viduidae","GBIF","GBIF:2484614","Vidua funerea","Vidua funerea","Find_Sci_Names"
