"ID","mean_cv_studylevel","sd_cv_studylevel","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","Eco","Type","Param","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName_checked","scientificName","cv_res","species_studyid","cv_type","mean_cv_sppspecific","sd_cv_sppspecific","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","MaxDispersalDistanceKm","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","MedianDispersalPotentialKmY","ShiftKmY","ClimVeloTKmY_study","ClimVeloTKmY_spp","LimitingRate","what_is_limiting","colour","range_source","Area_m2_ID","Area_m2_range","Area_km2_range","BodySize"
"A85_P2",0.358822558257669,0.441310031122434,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Ter","LAT","LE","Populus_tremuloides","Populus_tremuloides","Populus_tremuloides","Plantae","Tracheophyta","Magnoliopsida","Salicaceae","GBIF:3040215","Find_Sci_Names","0.2155","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.979,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Populus tremuloides","Populus tremuloides","25km","Populus tremuloides_A85_P2","mat_gVelLat_25km",0.370542142340585,0.418377792192524,"Malpighiales","seed/plant dispersal (unknown)","unpub.","Max Seed Dispersal Distance",5000,"MaxDispersalDistance","m","TRY database",NA,"Plants","Max","seed dispersal",5,2.6,2,3650,10,0.5,0.26,0.979,0.358822558257669,0.370542142340585,0.370542142340585,"Climate",0.370542142340585,"BIEN",810518943782.014,10110731731292.9,10110731.7312929,692.486503067485
"A85_P2",0.358822558257669,0.441310031122434,"A85","P2",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","sapling","Ter","LAT","LE","Thuja_occidentalis","Thuja_occidentalis","Thuja_occidentalis","Plantae","Tracheophyta","Pinopsida","Cupressaceae","GBIF:2684178","Find_Sci_Names","0.0649","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.2948,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Thuja occidentalis","Thuja occidentalis","25km","Thuja occidentalis_A85_P2","mat_gVelLat_25km",0.139248345138324,0.156314707409895,"Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MeanDispersalDistanceMax",60,"MeanDispersalDistance","m","TRY database",NA,"Plants","Mean","seed dispersal",0.06,0.0525,4,10341.6666666667,29,0.00206896551724138,0.00181034482758621,0.2948,0.358822558257669,0.139248345138324,0.00206896551724138,"Dispersal",NA,"BIEN",810518943782.014,2689716628180.7,2689716.6281807,1954.59459459459
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Accipiter_gentilis","Accipiter_gentilis","Accipiter_gentilis","Animalia","Chordata","Aves","Accipitridae","GBIF:2480589","Find_Sci_Names","-40","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-3.3333,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Accipiter gentilis","Accipiter gentilis","25km","Accipiter gentilis_A9_P1","mat_gVelLat_25km",5.42854210595767,4.12773969138448,"Accipitriformes","natal dispersal","Marcström and Kenward (1981), Mueller and Berger (1967)","Natal_dispersal_maximum_distance_(km)",1150,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Aves","Max","natal dispersal",1150,35.30395999,7,365,1,1150,35.30395999,-3.3333,5.35679719682862,5.42854210595767,5.42854210595767,"Climate",5.42854210595767,"BOTW",337584685921.951,36029138676948.9,36029138.6769489,67.3
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Accipiter_nisus","Accipiter_nisus","Accipiter_nisus","Animalia","Chordata","Aves","Accipitridae","GBIF:2480637","Find_Sci_Names","5","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Accipiter nisus","Accipiter nisus","25km","Accipiter nisus_A9_P1","mat_gVelLat_25km",5.42072046962132,4.13630912769387,"Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",166000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",166,15.6,7,365,1,166,15.6,0.4167,5.35679719682862,5.42072046962132,5.42072046962132,"Climate",5.42072046962132,"BOTW",337584685921.951,36695930299098.1,36695930.2990981,53.6
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Acrocephalus_schoenobaenus","Acrocephalus_schoenobaenus","Acrocephalus_schoenobaenus","Animalia","Chordata","Aves","Acrocephalidae","GBIF:2493129","Find_Sci_Names","0","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"No Change",0,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus","25km","Acrocephalus schoenobaenus_A9_P1","mat_gVelLat_25km",5.12964665786951,4.21632909348563,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",156000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",156,30.6,5,364.234,1,156,30.6,0,5.35679719682862,5.12964665786951,5.12964665786951,"Climate",5.12964665786951,"IUCN",337584685921.951,39149311560903.6,39149311.5609036,20.9
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Animalia","Chordata","Aves","Acrocephalidae","GBIF:2493118","Find_Sci_Names","45","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",3.75,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Acrocephalus scirpaceus","Acrocephalus scirpaceus","25km","Acrocephalus scirpaceus_A9_P1","mat_gVelLat_25km",6.76838463144334,4.5001279904678,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",271000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",271,32.4,5,364.234,1,271,32.4,3.75,5.35679719682862,6.76838463144334,6.76838463144334,"Climate",6.76838463144334,"IUCN",337584685921.951,41055653066180.9,41055653.0661809,21.3
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Aegolius_funereus","Aegolius_funereus","Aegolius_funereus","Animalia","Chordata","Aves","Strigidae","GBIF:5739298","Find_Sci_Names","150","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",12.5,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Aegolius funereus","Aegolius funereus","25km","Aegolius funereus_A9_P1","mat_gVelLat_25km",5.57151316378005,4.08152618035536,"Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",3e+05,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",300,67.5,3,364.234,1,300,67.5,12.5,5.35679719682862,5.57151316378005,5.57151316378005,"Climate",5.57151316378005,"BOTW",337584685921.951,23807935254408.1,23807935.2544081,23.4
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Alauda_arvensis","Alauda_arvensis","Alauda_arvensis","Animalia","Chordata","Aves","Alaudidae","GBIF:8077224","Find_Sci_Names","-10","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-0.8333,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Alauda arvensis","Alauda arvensis","25km","Alauda arvensis_A9_P1","mat_gVelLat_25km",5.32846794388046,4.13539661170985,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",51700,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",51.7,0.7,5,364.234,1,51.7,0.7,-0.8333,5.35679719682862,5.32846794388046,5.32846794388046,"Climate",5.32846794388046,"IUCN",337584685921.951,37781086712037.6,37781086.7120376,23.6
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Anas_platyrhynchos","Anas_platyrhynchos","Anas_platyrhynchos","Animalia","Chordata","Aves","Anatidae","GBIF:9761484","Find_Sci_Names","-5","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Anas platyrhynchos","Anas platyrhynchos","25km","Anas platyrhynchos_A9_P1","mat_gVelLat_25km",5.20849008114527,4.14750986999908,"Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",270.5094065,"MeanDispersalDistance","km","Chu 2021",NA,"Aves","Mean","natal dispersal",270.5094065,19.9,7,365,1,270.5094065,19.9,-0.4167,5.35679719682862,5.20849008114527,5.20849008114527,"Climate",5.20849008114527,"IUCN",337584685921.951,48513431370525.4,48513431.3705254,40.6
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Apus_apus","Apus_apus","Apus_apus","Animalia","Chordata","Aves","Apodidae","GBIF:5228676","Find_Sci_Names","-5","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Apus apus","Apus apus","25km","Apus apus_A9_P1","mat_gVelLat_25km",5.48498183081843,4.13091787271177,"Apodiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",111000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",111,11.466,5,728.468,2,55.5,5.733,-0.4167,5.35679719682862,5.48498183081843,5.48498183081843,"Climate",5.48498183081843,"IUCN",337584685921.951,42973939444540.9,42973939.4445409,8.8
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Ardea_cinerea","Ardea_cinerea","Ardea_cinerea","Animalia","Chordata","Aves","Ardeidae","GBIF:9797180","Find_Sci_Names","115","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",9.5833,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Ardea cinerea","Ardea cinerea","25km","Ardea cinerea_A9_P1","mat_gVelLat_25km",7.55637450475951,3.14782275676526,"Pelecaniformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",238000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",238,24.078,5,730,2,119,12.039,9.5833,5.35679719682862,7.55637450475951,7.55637450475951,"Climate",7.55637450475951,"IUCN",337584685921.951,51699341815005.8,51699341.8150058,137.9
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Bonasa_bonasia","Tetrastes_bonasia","Tetrastes_bonasia","Animalia","Chordata","Aves","Phasianidae","GBIF:2473663","Find_Sci_Names","20","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",1.6667,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Tetrastes bonasia","Tetrastes bonasia","25km","Tetrastes bonasia_A9_P1","mat_gVelLat_25km",5.13996229400445,4.14696914297531,"Galliformes","natal dispersal","Fang and Sun (1997)","Natal_dispersal_maximum_distance_(km)",5.7,"MaxDispersalDistance","km","Sutherland (birds)","m","Aves","Max","natal dispersal",5.7,5.7,2,363.468,1,5.7,5.7,1.6667,5.35679719682862,5.13996229400445,5.13996229400445,"Climate",5.13996229400445,"GBIF occurrence",337584685921.951,14305234165781.6,14305234.1657816,35.1
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Buteo_buteo","Buteo_buteo","Buteo_buteo","Animalia","Chordata","Aves","Accipitridae","GBIF:2480537","Find_Sci_Names","20","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",1.6667,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Buteo buteo","Buteo buteo","25km","Buteo buteo_A9_P1","mat_gVelLat_25km",5.98649267264191,3.98906991139785,"Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",72400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",72.4,24.2,3,730,2,36.2,12.1,1.6667,5.35679719682862,5.98649267264191,5.98649267264191,"Climate",5.98649267264191,"IUCN",337584685921.951,21382517588762,21382517.588762,75.8
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Carduelis_chloris","Chloris_chloris","Chloris_chloris","Animalia","Chordata","Aves","Fringillidae","GBIF:5845582","Find_Sci_Names","250","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",20.8333,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Chloris chloris","Chloris chloris","25km","Chloris chloris_A9_P1","mat_gVelLat_25km",5.19966923376544,4.13195183392366,"Passeriformes","natal dispersal","Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",150,"MaxDispersalDistance","km","Sutherland (birds)","m","Aves","Max","natal dispersal",150,5.6,6,364.234,1,150,5.6,20.8333,5.35679719682862,5.19966923376544,5.19966923376544,"Climate",5.19966923376544,"BOTW",337584685921.951,11398923808067.7,11398923.8080677,NA
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Columba_oenas","Columba_oenas","Columba_oenas","Animalia","Chordata","Aves","Columbidae","GBIF:2495471","Find_Sci_Names","35","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",2.9167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Columba oenas","Columba oenas","25km","Columba oenas_A9_P1","mat_gVelLat_25km",6.3303427611485,4.38888937769659,"Columbiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",41600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",41.6,5.6,5,364.234,1,41.6,5.6,2.9167,5.35679719682862,6.3303427611485,6.3303427611485,"Climate",6.3303427611485,"BOTW",337584685921.951,9639015462434.87,9639015.46243487,26.4
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Columba_palumbus","Columba_palumbus","Columba_palumbus","Animalia","Chordata","Aves","Columbidae","GBIF:2495455","Find_Sci_Names","175","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",14.5833,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Columba palumbus","Columba palumbus","25km","Columba palumbus_A9_P1","mat_gVelLat_25km",5.99024365317357,3.97336173719832,"Columbiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",150000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",150,10.7,5,364.234,1,150,10.7,14.5833,5.35679719682862,5.99024365317357,5.99024365317357,"Climate",5.99024365317357,"BOTW",337584685921.951,12401484346884.4,12401484.3468844,31.5
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Corvus_frugilegus","Corvus_frugilegus","Corvus_frugilegus","Animalia","Chordata","Aves","Corvidae","GBIF:2482513","Find_Sci_Names","5","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Corvus frugilegus","Corvus frugilegus","25km","Corvus frugilegus_A9_P1","mat_gVelLat_25km",2.31072564509443,4.86960885972296,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",34500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",34.5,3.1,5,546.734,2,17.25,1.55,0.4167,5.35679719682862,2.31072564509443,2.31072564509443,"Climate",2.31072564509443,"BOTW",337584685921.951,23167818318068.7,23167818.3180687,55.7
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names","65","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",5.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Dendrocopos major","Dendrocopos major","25km","Dendrocopos major_A9_P1","mat_gVelLat_25km",5.72914373645237,3.99702399234083,NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",56.1,5.875,5,365,1,56.1,5.875,5.4167,5.35679719682862,5.72914373645237,5.72914373645237,"Climate",5.72914373645237,"BOTW",337584685921.951,24413724286490.3,24413724.2864903,23.9
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names","65","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",5.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Dendrocopos major","Dendrocopos major","25km","Dendrocopos major_A9_P1","mat_gVelLat_25km",5.72914373645237,3.99702399234083,NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",56.1,5.875,5,365,1,56.1,5.875,5.4167,5.35679719682862,5.72914373645237,5.72914373645237,"Climate",5.72914373645237,"BOTW",337584685921.951,24413724286490.3,24413724.2864903,23.9
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Emberiza_citrinella","Emberiza_citrinella","Emberiza_citrinella","Animalia","Chordata","Aves","Emberizidae","GBIF:2491534","Find_Sci_Names","0","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"No Change",0,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Emberiza citrinella","Emberiza citrinella","25km","Emberiza citrinella_A9_P1","mat_gVelLat_25km",5.52235068498242,4.03719420278877,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",36,2.026,5,364.234,1,36,2.026,0,5.35679719682862,5.52235068498242,5.52235068498242,"Climate",5.52235068498242,"BOTW",337584685921.951,16427829180537.8,16427829.1805378,19.1
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Erithacus_rubecula","Erithacus_rubecula","Erithacus_rubecula","Animalia","Chordata","Aves","Muscicapidae","GBIF:2492462","Find_Sci_Names","90","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",7.5,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Erithacus rubecula","Erithacus rubecula","25km","Erithacus rubecula_A9_P1","mat_gVelLat_25km",5.96467173828706,3.99144464707253,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",79.8,6,5,364.234,1,79.8,6,7.5,5.35679719682862,5.96467173828706,5.96467173828706,"Climate",5.96467173828706,"BOTW",337584685921.951,13266206035598.6,13266206.0355986,24.5
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Falco_tinnunculus","Falco_tinnunculus","Falco_tinnunculus","Animalia","Chordata","Aves","Falconidae","GBIF:9616058","Find_Sci_Names","-15","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-1.25,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Falco tinnunculus","Falco tinnunculus","25km","Falco tinnunculus_A9_P1","mat_gVelLat_25km",5.15840102366879,4.14940130046521,"Falconiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",159000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",159,14.8,5,365,1,159,14.8,-1.25,5.35679719682862,5.15840102366879,5.15840102366879,"Climate",5.15840102366879,"BOTW",337584685921.951,58595922698294.9,58595922.6982949,39.1
"A9_P1",5.35679719682862,4.47266158388884,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,1351.34,0,1351.34,184.54,"Finland",NA,"Ter","LAT","LE","Fringilla_coelebs","Fringilla_coelebs","Fringilla_coelebs","Animalia","Chordata","Aves","Fringillidae","GBIF:2494422","Find_Sci_Names","15","km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",1.25,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Median location of 10 most marginal grid cells","Median of extremes","Fringilla coelebs","Fringilla coelebs","25km","Fringilla coelebs_A9_P1","mat_gVelLat_25km",5.49068792586596,4.07695309733853,"Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",22600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Aves","Max","natal/breeding dispersal",22.6,2.6,5,364.234,1,22.6,2.6,1.25,5.35679719682862,5.49068792586596,5.49068792586596,"Climate",5.49068792586596,"BOTW",337584685921.951,18764831136434.6,18764831.1364346,17.8
